tourney_year_id,tourney_order,tourney_type,tourney_name,tourney_id,tourney_slug,tourney_location,tourney_date,year,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
2011-506,15,ATP 250,Buenos Aires,506,buenos-aires,"Buenos Aires, Argentina",2011.02.14,2011,2,14,32,16,Outdoor,Clay,"$547,900",USD,547900,/en/scores/archive/buenos-aires/506/2011/results,Nicolas Almagro,/en/players/nicolas-almagro/a479/overview,nicolas-almagro,a479,Oliver Marach,/en/players/oliver-marach/m760/overview,oliver-marach,m760,Leonardo Mayer,/en/players/leonardo-mayer/md56/overview,leonardo-mayer,md56
2011-495,16,ATP 500,Dubai,495,dubai,"Dubai, United Arab Emirates",2011.02.21,2011,2,21,32,16,Outdoor,Hard,"$2,233,000",USD,2233000,/en/scores/archive/dubai/495/2011/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Sergiy Stakhovsky,/en/players/sergiy-stakhovsky/sc77/overview,sergiy-stakhovsky,sc77,Mikhail Youzhny,/en/players/mikhail-youzhny/y061/overview,mikhail-youzhny,y061
2011-807,17,ATP 500,Acapulco,807,acapulco,"Acapulco, Mexico",2011.02.21,2011,2,21,32,16,Outdoor,Clay,"$1,226,500",USD,1226500,/en/scores/archive/acapulco/807/2011/results,David Ferrer,/en/players/david-ferrer/f401/overview,david-ferrer,f401,Victor Hanescu,/en/players/victor-hanescu/h528/overview,victor-hanescu,h528,Horia Tecau,/en/players/horia-tecau/t749/overview,horia-tecau,t749
2011-499,18,ATP 250,Delray Beach,499,delray-beach,"Delray Beach, United States",2011.02.21,2011,2,21,32,16,Outdoor,Hard,"$442,500",USD,442500,/en/scores/archive/delray-beach/499/2011/results,Juan Martin del Potro,/en/players/juan-martin-del-potro/d683/overview,juan-martin-del-potro,d683,Scott Lipsky,/en/players/scott-lipsky/l580/overview,scott-lipsky,l580,Rajeev Ram,/en/players/rajeev-ram/r548/overview,rajeev-ram,r548
2011-404,19,Masters 1000,ATP Masters 1000 Indian Wells,404,indian-wells,"Indian Wells, United States",2011.03.10,2011,3,10,96,32,Outdoor,Hard,"$4,717,540",USD,4717540,/en/scores/archive/indian-wells/404/2011/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Alexandr Dolgopolov,/en/players/alexandr-dolgopolov/d801/overview,alexandr-dolgopolov,d801,Xavier Malisse,/en/players/xavier-malisse/m680/overview,xavier-malisse,m680
2011-403,20,Masters 1000,ATP Masters 1000 Miami,403,miami,"Miami, United States",2011.03.23,2011,3,23,96,32,Outdoor,Hard,"$4,500,000",USD,4500000,/en/scores/archive/miami/403/2011/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Mahesh Bhupathi,/en/players/mahesh-bhupathi/b471/overview,mahesh-bhupathi,b471,Leander Paes,/en/players/leander-paes/p269/overview,leander-paes,p269
2011-717,21,ATP 250,Houston,717,houston,"Houston, United States",2011.04.04,2011,4,4,28,16,Outdoor,Clay,"$500,000",USD,500000,/en/scores/archive/houston/717/2011/results,Ryan Sweeting,/en/players/ryan-sweeting/sg87/overview,ryan-sweeting,sg87,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2011-360,22,ATP 250,Casablanca,360,casablanca,"Casablanca, Morocco",2011.04.04,2011,4,4,28,16,Outdoor,Clay,"�450,000",EUR,450000,/en/scores/archive/casablanca/360/2011/results,Pablo Andujar,/en/players/pablo-andujar/a596/overview,pablo-andujar,a596,Robert Lindstedt,/en/players/robert-lindstedt/l335/overview,robert-lindstedt,l335,Horia Tecau,/en/players/horia-tecau/t749/overview,horia-tecau,t749
2011-410,23,Masters 1000,ATP Masters 1000 Monte Carlo,410,monte-carlo,"Monte Carlo, Monaco",2011.04.10,2011,4,10,56,24,Outdoor,Clay,"�2,543,750",EUR,2543750,/en/scores/archive/monte-carlo/410/2011/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2011-425,24,ATP 500,Barcelona,425,barcelona,"Barcelona, Spain",2011.04.18,2011,4,18,56,24,Outdoor,Clay,"�1,995,000",EUR,1995000,/en/scores/archive/barcelona/425/2011/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Santiago Gonzalez,/en/players/santiago-gonzalez/g551/overview,santiago-gonzalez,g551,Scott Lipsky,/en/players/scott-lipsky/l580/overview,scott-lipsky,l580
2011-308,25,ATP 250,Munich,308,munich,"Munich, Germany",2011.04.24,2011,4,24,32,16,Outdoor,Clay,"�450,000",EUR,450000,/en/scores/archive/munich/308/2011/results,Nikolay Davydenko,/en/players/nikolay-davydenko/d402/overview,nikolay-davydenko,d402,Simone Bolelli,/en/players/simone-bolelli/ba98/overview,simone-bolelli,ba98,Horacio Zeballos,/en/players/horacio-zeballos/z184/overview,horacio-zeballos,z184
2011-468,26,ATP 250,Estoril,468,estoril,"Estoril, Portugal",2011.04.25,2011,4,25,28,16,Outdoor,Clay,"�450,000",EUR,450000,/en/scores/archive/estoril/468/2011/results,Juan Martin del Potro,/en/players/juan-martin-del-potro/d683/overview,juan-martin-del-potro,d683,Eric Butorac,/en/players/eric-butorac/bc35/overview,eric-butorac,bc35,Jean-Julien Rojer,/en/players/jean-julien-rojer/r513/overview,jean-julien-rojer,r513
2011-5053,27,ATP 250,Belgrade,5053,belgrade,"Belgrade, Serbia",2011.04.25,2011,4,25,28,16,Outdoor,Clay,"�416,650",EUR,416650,/en/scores/archive/belgrade/5053/2011/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Frantisek Cermak,/en/players/frantisek-cermak/c445/overview,frantisek-cermak,c445,Filip Polasek,/en/players/filip-polasek/pa46/overview,filip-polasek,pa46
2011-1536,28,Masters 1000,ATP Masters 1000 Madrid,1536,madrid,"Madrid, Spain",2011.05.01,2011,5,1,56,24,Outdoor,Clay,"�3,706,000",EUR,3706000,/en/scores/archive/madrid/1536/2011/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2011-416,29,Masters 1000,ATP Masters 1000 Rome,416,rome,"Rome, Italy",2011.05.08,2011,5,8,56,24,Outdoor,Clay,"�2,750,000",EUR,2750000,/en/scores/archive/rome/416/2011/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,John Isner,/en/players/john-isner/i186/overview,john-isner,i186,Sam Querrey,/en/players/sam-querrey/q927/overview,sam-querrey,q927
2011-615,30,,World Team Cup,615,dusseldorf,"Dusseldorf, Germany",2011.05.15,2011,5,15,32,16,Outdoor,Clay,"�1,100,000",EUR,1100000,/en/scores/archive/dusseldorf/615/2011/results,Florian Mayer,/en/players/florian-mayer/mb02/overview,florian-mayer,mb02,Philipp Kohlschreiber,/en/players/philipp-kohlschreiber/k435/overview,philipp-kohlschreiber,k435,Philipp Petzschner,/en/players/philipp-petzschner/p624/overview,philipp-petzschner,p624
2011-6120,31,ATP 250,Nice,6120,nice,"Nice, France",2011.05.15,2011,5,15,28,16,Outdoor,Clay,"�450,000",EUR,450000,/en/scores/archive/nice/6120/2011/results,Nicolas Almagro,/en/players/nicolas-almagro/a479/overview,nicolas-almagro,a479,Eric Butorac,/en/players/eric-butorac/bc35/overview,eric-butorac,bc35,Jean-Julien Rojer,/en/players/jean-julien-rojer/r513/overview,jean-julien-rojer,r513
2011-520,32,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2011.05.22,2011,5,22,128,64,Outdoor,Clay,"�7,884,000",EUR,7884000,/en/scores/archive/roland-garros/520/2011/results,Rafael Nadal,/en/players/rafael-nadal/n409/overview,rafael-nadal,n409,Max Mirnyi,/en/players/max-mirnyi/m595/overview,max-mirnyi,m595,Daniel Nestor,/en/players/daniel-nestor/n210/overview,daniel-nestor,n210
2011-500,33,ATP 250,Halle,500,halle,"Halle, Germany",2011.06.06,2011,6,6,32,16,Outdoor,Grass,"�750,000",EUR,750000,/en/scores/archive/halle/500/2011/results,Philipp Kohlschreiber,/en/players/philipp-kohlschreiber/k435/overview,philipp-kohlschreiber,k435,Rohan Bopanna,/en/players/rohan-bopanna/b757/overview,rohan-bopanna,b757,Aisam-Ul-Haq Qureshi,/en/players/aisam-ul-haq-qureshi/q019/overview,aisam-ul-haq-qureshi,q019
2011-311,34,ATP 250,London / Queen's Club,311,london,"London, Great Britain",2011.06.06,2011,6,6,56,24,Outdoor,Grass,"�694,250",EUR,694250,/en/scores/archive/london/311/2011/results,Andy Murray,/en/players/andy-murray/mc10/overview,andy-murray,mc10,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2011-741,35,ATP 250,Eastbourne,741,eastbourne,"Eastbourne, Great Britain",2011.06.12,2011,6,12,32,16,Outdoor,Grass,"�462,675",EUR,462675,/en/scores/archive/eastbourne/741/2011/results,Andreas Seppi,/en/players/andreas-seppi/sa93/overview,andreas-seppi,sa93,Jonathan Erlich,/en/players/jonathan-erlich/e152/overview,jonathan-erlich,e152,Andy Ram,/en/players/andy-ram/r399/overview,andy-ram,r399
2011-440,36,ATP 250,'s-Hertogenbosch,440,s-hertogenbosch,"'s-Hertogenbosch, Netherlands",2011.06.12,2011,6,12,32,16,Outdoor,Grass,"�450,000",EUR,450000,/en/scores/archive/s-hertogenbosch/440/2011/results,Dmitry Tursunov,/en/players/dmitry-tursunov/t315/overview,dmitry-tursunov,t315,Daniele Bracciali,/en/players/daniele-bracciali/b570/overview,daniele-bracciali,b570,Frantisek Cermak,/en/players/frantisek-cermak/c445/overview,frantisek-cermak,c445
2011-540,37,Grand Slam,Wimbledon,540,wimbledon,"London, Great Britain",2011.06.20,2011,6,20,128,64,Outdoor,Grass,"�6,631,000",GBP,6631000,/en/scores/archive/wimbledon/540/2011/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2011-315,38,ATP 250,Newport,315,newport,"Newport, United States",2011.07.04,2011,7,4,32,16,Outdoor,Grass,"$500,000",USD,500000,/en/scores/archive/newport/315/2011/results,John Isner,/en/players/john-isner/i186/overview,john-isner,i186,Matthew Ebden,/en/players/matthew-ebden/e690/overview,matthew-ebden,e690,Ryan Harrison,/en/players/ryan-harrison/h940/overview,ryan-harrison,h940
2011-316,39,ATP 250,Bastad,316,bastad,"Bastad, Sweden",2011.07.11,2011,7,11,28,16,Outdoor,Clay,"�450,000",EUR,450000,/en/scores/archive/bastad/316/2011/results,Robin Soderling,/en/players/robin-soderling/sa49/overview,robin-soderling,sa49,Robert Lindstedt,/en/players/robert-lindstedt/l335/overview,robert-lindstedt,l335,Horia Tecau,/en/players/horia-tecau/t749/overview,horia-tecau,t749
2011-321,40,ATP 250,Stuttgart,321,stuttgart,"Stuttgart, Germany",2011.07.11,2011,7,11,32,16,Outdoor,Clay,"�450,000",EUR,450000,/en/scores/archive/stuttgart/321/2011/results,Juan Carlos Ferrero,/en/players/juan-carlos-ferrero/f316/overview,juan-carlos-ferrero,f316,Jurgen Melzer,/en/players/jurgen-melzer/m762/overview,jurgen-melzer,m762,Philipp Petzschner,/en/players/philipp-petzschner/p624/overview,philipp-petzschner,p624
2011-414,41,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2011.07.18,2011,7,18,48,16,Outdoor,Clay,"�1,115,000",EUR,1115000,/en/scores/archive/hamburg/414/2011/results,Gilles Simon,/en/players/gilles-simon/sd32/overview,gilles-simon,sd32,Oliver Marach,/en/players/oliver-marach/m760/overview,oliver-marach,m760,Alexander Peya,/en/players/alexander-peya/p467/overview,alexander-peya,p467
2011-6116,42,ATP 250,Atlanta,6116,atlanta,"Atlanta, United States",2011.07.18,2011,7,18,28,16,Outdoor,Hard,"$600,000",USD,600000,/en/scores/archive/atlanta/6116/2011/results,Mardy Fish,/en/players/mardy-fish/f339/overview,mardy-fish,f339,Alex Bogomolov Jr.,/en/players/alex-bogomolov-jr./b842/overview,alex-bogomolov-jr.,b842,Matthew Ebden,/en/players/matthew-ebden/e690/overview,matthew-ebden,e690
2011-423,43,ATP 250,Los Angeles,423,los-angeles,"Los Angeles, United States",2011.07.25,2011,7,25,28,16,Outdoor,Hard,"$700,000",USD,700000,/en/scores/archive/los-angeles/423/2011/results,Ernests Gulbis,/en/players/ernests-gulbis/g858/overview,ernests-gulbis,g858,Mark Knowles,/en/players/mark-knowles/k171/overview,mark-knowles,k171,Xavier Malisse,/en/players/xavier-malisse/m680/overview,xavier-malisse,m680
2011-314,44,ATP 250,Gstaad,314,gstaad,"Gstaad, Switzerland",2011.07.25,2011,7,25,28,16,Outdoor,Clay,"�450,000",EUR,450000,/en/scores/archive/gstaad/314/2011/results,Marcel Granollers,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710,Frantisek Cermak,/en/players/frantisek-cermak/c445/overview,frantisek-cermak,c445,Filip Polasek,/en/players/filip-polasek/pa46/overview,filip-polasek,pa46
2011-439,45,ATP 250,Umag,439,umag,"Umag, Croatia",2011.07.25,2011,7,25,28,16,Outdoor,Clay,"�450,000",EUR,450000,/en/scores/archive/umag/439/2011/results,Alexandr Dolgopolov,/en/players/alexandr-dolgopolov/d801/overview,alexandr-dolgopolov,d801,Simone Bolelli,/en/players/simone-bolelli/ba98/overview,simone-bolelli,ba98,Fabio Fognini,/en/players/fabio-fognini/f510/overview,fabio-fognini,f510
2011-418,46,ATP 500,Washington,418,washington,"Washington, United States",2011.07.31,2011,7,31,48,16,Outdoor,Hard,"$1,402,900",USD,1402900,/en/scores/archive/washington/418/2011/results,Radek Stepanek,/en/players/radek-stepanek/s694/overview,radek-stepanek,s694,Michael Llodra,/en/players/michael-llodra/l428/overview,michael-llodra,l428,Nenad Zimonjic,/en/players/nenad-zimonjic/z072/overview,nenad-zimonjic,z072
2011-319,47,ATP 250,Kitzbuhel,319,kitzbuhel,"Kitzbuhel, Austria",2011.07.31,2011,7,31,28,16,Outdoor,Clay,"�450,000",EUR,450000,/en/scores/archive/kitzbuhel/319/2011/results,Robin Haase,/en/players/robin-haase/h756/overview,robin-haase,h756,Daniele Bracciali,/en/players/daniele-bracciali/b570/overview,daniele-bracciali,b570,Santiago Gonzalez,/en/players/santiago-gonzalez/g551/overview,santiago-gonzalez,g551
2011-421,48,Masters 1000,ATP Masters 1000 Canada,421,montreal,"Montreal, Canada",2011.08.08,2011,8,8,56,24,Outdoor,Hard,"$3,000,000",USD,3000000,/en/scores/archive/montreal/421/2011/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Michael Llodra,/en/players/michael-llodra/l428/overview,michael-llodra,l428,Nenad Zimonjic,/en/players/nenad-zimonjic/z072/overview,nenad-zimonjic,z072
2011-422,49,Masters 1000,ATP Masters 1000 Cincinnati,422,cincinnati,"Cincinnati, United States",2011.08.14,2011,8,14,56,24,Outdoor,Hard,"$3,200,000",USD,3200000,/en/scores/archive/cincinnati/422/2011/results,Andy Murray,/en/players/andy-murray/mc10/overview,andy-murray,mc10,Mahesh Bhupathi,/en/players/mahesh-bhupathi/b471/overview,mahesh-bhupathi,b471,Leander Paes,/en/players/leander-paes/p269/overview,leander-paes,p269
2011-6242,50,ATP 250,Winston-Salem,6242,winston-salem,"Winston-Salem, United States",2011.08.21,2011,8,21,48,16,Outdoor,Hard,"$625,000",USD,625000,/en/scores/archive/winston-salem/6242/2011/results,John Isner,/en/players/john-isner/i186/overview,john-isner,i186,Jonathan Erlich,/en/players/jonathan-erlich/e152/overview,jonathan-erlich,e152,Andy Ram,/en/players/andy-ram/r399/overview,andy-ram,r399
2011-560,51,Grand Slam,US Open,560,us-open,"New York, United States",2011.08.29,2011,8,29,128,64,Outdoor,Hard,"$10,768,000",USD,10768000,/en/scores/archive/us-open/560/2011/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Jurgen Melzer,/en/players/jurgen-melzer/m762/overview,jurgen-melzer,m762,Philipp Petzschner,/en/players/philipp-petzschner/p624/overview,philipp-petzschner,p624
2011-341,52,ATP 250,Metz,341,metz,"Metz, France",2011.09.19,2011,9,19,28,16,Indoor,Hard,"�450,000",EUR,450000,/en/scores/archive/metz/341/2011/results,Jo-Wilfried Tsonga,/en/players/jo-wilfried-tsonga/t786/overview,jo-wilfried-tsonga,t786,Jamie Murray,/en/players/jamie-murray/mc81/overview,jamie-murray,mc81,Andre Sa,/en/players/andre-sa/s604/overview,andre-sa,s604
2011-773,53,ATP 250,Bucharest,773,bucharest,"Bucharest, Romania",2011.09.19,2011,9,19,28,16,Outdoor,Clay,"�422,950",EUR,422950,/en/scores/archive/bucharest/773/2011/results,Florian Mayer,/en/players/florian-mayer/mb02/overview,florian-mayer,mb02,Daniele Bracciali,/en/players/daniele-bracciali/b570/overview,daniele-bracciali,b570,Potito Starace,/en/players/potito-starace/s843/overview,potito-starace,s843
2011-6003,54,ATP 250,Kuala Lumpur,6003,kuala-lumpur,"Kuala Lumpur, Malaysia",2011.09.26,2011,9,26,28,16,Indoor,Hard,"$947,750",USD,947750,/en/scores/archive/kuala-lumpur/6003/2011/results,Janko Tipsarevic,/en/players/janko-tipsarevic/t742/overview,janko-tipsarevic,t742,Eric Butorac,/en/players/eric-butorac/bc35/overview,eric-butorac,bc35,Jean-Julien Rojer,/en/players/jean-julien-rojer/r513/overview,jean-julien-rojer,r513
2011-1720,55,ATP 250,Bangkok,1720,bangkok,"Bangkok, Thailand",2011.09.26,2011,9,26,28,16,Indoor,Hard,"$644,500",USD,644500,/en/scores/archive/bangkok/1720/2011/results,Andy Murray,/en/players/andy-murray/mc10/overview,andy-murray,mc10,Oliver Marach,/en/players/oliver-marach/m760/overview,oliver-marach,m760,Aisam-Ul-Haq Qureshi,/en/players/aisam-ul-haq-qureshi/q019/overview,aisam-ul-haq-qureshi,q019
2011-747,56,ATP 500,Beijing,747,beijing,"Beijing, China",2011.10.03,2011,10,3,32,16,Outdoor,Hard,"$3,336,500",USD,3336500,/en/scores/archive/beijing/747/2011/results,Tomas Berdych,/en/players/tomas-berdych/ba47/overview,tomas-berdych,ba47,Michael Llodra,/en/players/michael-llodra/l428/overview,michael-llodra,l428,Nenad Zimonjic,/en/players/nenad-zimonjic/z072/overview,nenad-zimonjic,z072
2011-329,57,ATP 500,Tokyo,329,tokyo,"Tokyo, Japan",2011.10.03,2011,10,3,32,16,Outdoor,Hard,"$1,341,000",USD,1341000,/en/scores/archive/tokyo/329/2011/results,Andy Murray,/en/players/andy-murray/mc10/overview,andy-murray,mc10,Andy Murray,/en/players/andy-murray/mc10/overview,andy-murray,mc10,Jamie Murray,/en/players/jamie-murray/mc81/overview,jamie-murray,mc81
2011-5014,58,Masters 1000,ATP Masters 1000 Shanghai,5014,shanghai,"Shanghai, China",2011.10.09,2011,10,9,56,24,Outdoor,Hard,"$5,650,000",USD,5650000,/en/scores/archive/shanghai/5014/2011/results,Andy Murray,/en/players/andy-murray/mc10/overview,andy-murray,mc10,Max Mirnyi,/en/players/max-mirnyi/m595/overview,max-mirnyi,m595,Daniel Nestor,/en/players/daniel-nestor/n210/overview,daniel-nestor,n210
2011-438,59,ATP 250,Moscow,438,moscow,"Moscow, Russia",2011.10.17,2011,10,17,28,16,Indoor,Hard,"$805,500",USD,805500,/en/scores/archive/moscow/438/2011/results,Janko Tipsarevic,/en/players/janko-tipsarevic/t742/overview,janko-tipsarevic,t742,Frantisek Cermak,/en/players/frantisek-cermak/c445/overview,frantisek-cermak,c445,Filip Polasek,/en/players/filip-polasek/pa46/overview,filip-polasek,pa46
2011-429,60,ATP 250,Stockholm,429,stockholm,"Stockholm, Sweden",2011.10.17,2011,10,17,28,16,Indoor,Hard,"�600,000",EUR,600000,/en/scores/archive/stockholm/429/2011/results,Gael Monfils,/en/players/gael-monfils/mc65/overview,gael-monfils,mc65,Rohan Bopanna,/en/players/rohan-bopanna/b757/overview,rohan-bopanna,b757,Aisam-Ul-Haq Qureshi,/en/players/aisam-ul-haq-qureshi/q019/overview,aisam-ul-haq-qureshi,q019
2011-568,61,ATP 250,St. Petersburg,568,st-petersburg,"St. Petersburg, Russia",2011.10.24,2011,10,24,32,16,Indoor,Hard,"$750,000",USD,750000,/en/scores/archive/st-petersburg/568/2011/results,Marin Cilic,/en/players/marin-cilic/c977/overview,marin-cilic,c977,Colin Fleming,/en/players/colin-fleming/f454/overview,colin-fleming,f454,Ross Hutchins,/en/players/ross-hutchins/h635/overview,ross-hutchins,h635
2011-337,62,ATP 250,Vienna,337,vienna,"Vienna, Austria",2011.10.24,2011,10,24,28,16,Indoor,Hard,"�650,000",EUR,650000,/en/scores/archive/vienna/337/2011/results,Jo-Wilfried Tsonga,/en/players/jo-wilfried-tsonga/t786/overview,jo-wilfried-tsonga,t786,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2011-573,63,ATP 500,Valencia,573,valencia,"Valencia, Spain",2011.10.31,2011,10,31,32,16,Indoor,Hard,"�2,019,000",EUR,2019000,/en/scores/archive/valencia/573/2011/results,Marcel Granollers,/en/players/marcel-granollers/g710/overview,marcel-granollers,g710,Bob Bryan,/en/players/bob-bryan/b588/overview,bob-bryan,b588,Mike Bryan,/en/players/mike-bryan/b589/overview,mike-bryan,b589
2011-328,64,ATP 500,Basel,328,basel,"Basel, Switzerland",2011.10.31,2011,10,31,32,16,Indoor,Hard,"�1,838,100",EUR,1838100,/en/scores/archive/basel/328/2011/results,Roger Federer,/en/players/roger-federer/f324/overview,roger-federer,f324,Michael Llodra,/en/players/michael-llodra/l428/overview,michael-llodra,l428,Nenad Zimonjic,/en/players/nenad-zimonjic/z072/overview,nenad-zimonjic,z072
